restaurant_id,Highlights,Present/NotPresent
16517414,Takeaway Available,Present
16517414,Wine and Beer,Present
16517414,Kid Friendly,Present
16517414,Lunch Menu,Present
16517414,Indoor Seating,Present
16517414,Wifi,Present
16518190,Home Delivery,Present
16518190,Takeaway Available,Present
16518190,Indoor Seating,Present
16521312,Home Delivery,Present
16521312,Takeaway Available,Present
16521312,Wifi,Present
16521312,Indoor Seating,Present
16520420,Home Delivery,Present
16520420,Takeaway Available,Present
9100530,Home Delivery,Present
9100530,Takeaway Available,Present
9100530,Indoor Seating,Present
16518603,Home Delivery,Present
16518603,Takeaway Available,Present
16522475,Takeaway Available,Present
16522475,Full Bar Available,Present
16522475,Kid Friendly,Present
16522475,Has Early Bird Menu,Present
16522475,Indoor Seating,Present
16522475,Wifi,Present
16522475,Lunch Menu,Present
16522423,Home Delivery,Present
16522423,Takeaway Available,Present
16522423,Wifi,Present
9101503,Takeaway Available,Present
9101503,Wine and Beer,Present
9101503,Indoor Seating,Present
9101503,Lunch Menu,Present
16522237,No Takeaway,Not Present
16522237,Wine and Beer,Present
16522237,Indoor Seating,Present
16522237,Wifi,Present
16522237,Outdoor Seating,Present
16522237,Kid Friendly,Present
16518620,No Takeaway,Not Present
16518620,Serves Alcohol,Present
16518620,Outdoor Seating,Present
16518620,Kid Friendly,Present
9100803,No Takeaway,Not Present
9100803,Wine and Beer,Present
9100803,Pet Friendly,Present
9100803,Group Meal,Present
9100803,Lunch Menu,Present
9100803,Outdoor Seating,Present
9100803,Wifi,Present
9100322,Takeaway Available,Present
9100322,Full Bar Available,Present
9100322,Smoking Area,Present
9100322,Outdoor Seating,Present
9101180,Takeaway Available,Present
9101180,Wine and Beer,Present
9101180,Indoor Seating,Present
9101342,No Takeaway,Not Present
9101342,Full Bar Available,Present
9101342,Smoking Area,Present
9101342,Has Early Bird Menu,Present
9101342,Live Sports Screening,Present
9101342,Craft Beer,Present
9101342,Serves Cocktails,Present
9101342,Indoor Seating,Present
9101342,Wifi,Present
9101342,Lunch Menu,Present
9101342,Nightlife,Present
16521204,Home Delivery,Present
16521204,No Takeaway,Not Present
16521204,Wine and Beer,Present
16521204,Kid Friendly,Present
16521204,Indoor Seating,Present
16521204,Wifi,Present
9100467,No Takeaway,Not Present
9100467,Full Bar Available,Present
9100467,Nightlife,Present
9100467,Indoor Seating,Present
9100467,Craft Beer,Present
9100190,Home Delivery,Present
9100190,Takeaway Available,Present
9100190,Wine and Beer,Present
9100190,Wifi,Present
9100190,Craft Beer,Present
9100190,Indoor Seating,Present
9100885,Takeaway Available,Present
9100885,Wine and Beer,Present
9100885,Indoor Seating,Present
9100885,Outdoor Seating,Present
9100885,Kid Friendly,Present
9100885,Live Sports Screening,Present
16518655,Home Delivery,Present
16518655,Takeaway Available,Present
9101410,No Takeaway,Not Present
9101410,Full Bar Available,Present
9101410,Live Music,Present
9101410,Indoor Seating,Present
9101410,Lunch Menu,Present
9101410,Nightlife,Present
9101410,Wifi,Present
9101410,Live Sports Screening,Present
16520441,Breakfast,Present
16520441,No Takeaway,Not Present
16520441,Full Bar Available,Present
16520441,Live Music,Present
16520441,Indoor Seating,Present
16520441,Pet Friendly,Present
16520441,Wifi,Present
16520441,Lunch Menu,Present
16520441,Nightlife,Present
16520441,Smoking Area,Present
16520441,Live Sports Screening,Present
9101297,No Takeaway,Not Present
9101297,Full Bar Available,Present
9101297,Nightlife,Present
9101297,Outdoor Seating,Present
16519297,No Takeaway,Not Present
16519297,Full Bar Available,Present
16519297,Live Music,Present
16519297,Indoor Seating,Present
16519297,Nightlife,Present
16519297,Wifi,Present
16519297,Live Sports Screening,Present
9100748,Takeaway Available,Present
9100748,Full Bar Available,Present
9100748,Live Music,Present
9100748,Indoor Seating,Present
9100748,Wifi,Present
9100748,Live Sports Screening,Present
9100748,Smoking Area,Present
9100748,Lunch Menu,Present
9100748,Nightlife,Present
16522145,No Takeaway,Not Present
16522145,Full Bar Available,Present
16522145,Wifi,Present
16522145,Nightlife,Present
16522145,Outdoor Seating,Present
16522145,Lunch Menu,Present
16519413,Breakfast,Present
16519413,No Takeaway,Not Present
16519413,Full Bar Available,Present
16519413,Smoking Area,Present
16519413,Lunch Menu,Present
16519413,Nightlife,Present
16519413,Outdoor Seating,Present
16519413,Live Sports Screening,Present
16518662,Takeaway Available,Present
16518662,Full Bar Available,Present
16518662,Wifi,Present
16518662,Live Sports Screening,Present
16518662,Outdoor Seating,Present
16518662,Nightlife,Present
9101141,No Takeaway,Not Present
9101141,Full Bar Available,Present
9101141,Live Music,Present
9101141,Outdoor Seating,Present
9101141,Live Sports Screening,Present
9101141,Wifi,Present
9101141,Nightlife,Present
9100013,No Takeaway,Not Present
9100013,Full Bar Available,Present
9100013,Live Music,Present
9100013,Outdoor Seating,Present
9100013,Wifi,Present
9100013,Nightlife,Present
9100013,Smoking Area,Present
9100013,Live Sports Screening,Present
16509224,No Takeaway,Not Present
16509224,Full Bar Available,Present
16509224,Wifi,Present
16509224,Nightlife,Present
16509224,Indoor Seating,Present
16509224,Live Sports Screening,Present
9101886,No Takeaway,Not Present
9101886,Full Bar Available,Present
9101886,Lunch Menu,Present
9101886,Nightlife,Present
9101886,Indoor Seating,Present
9101886,Live Sports Screening,Present
9100583,No Takeaway,Not Present
9100583,Full Bar Available,Present
9100583,Live Sports Screening,Present
9100583,Indoor Seating,Present
9100583,Nightlife,Present
17730196,No Takeaway,Not Present
17730196,Full Bar Available,Present
17730196,Nightlife,Present
17730196,Indoor Seating,Present
16522279,Breakfast,Present
16522279,No Takeaway,Not Present
16522279,Full Bar Available,Present
16522279,Board Games,Present
16522279,Wifi,Present
16522279,Nightlife,Present
16522279,Indoor Seating,Present
9100372,No Takeaway,Not Present
9100372,Full Bar Available,Present
9100372,Live Music,Present
9100372,Indoor Seating,Present
9100372,Live Sports Screening,Present
9100372,Wifi,Present
9100372,Nightlife,Present
16522371,Breakfast,Present
16522371,No Takeaway,Not Present
16522371,Full Bar Available,Present
16522371,Kid Friendly,Present
16522371,Wifi,Present
16522371,Live Sports Screening,Present
16522371,Nightlife,Present
16522371,Outdoor Seating,Present
16522371,Smoking Area,Present
9101790,No Takeaway,Not Present
9101790,Full Bar Available,Present
9101790,Nightlife,Present
9101790,Indoor Seating,Present
9101662,No Takeaway,Not Present
9101662,Full Bar Available,Present
9101662,Smoking Area,Present
9101662,Live Sports Screening,Present
9101662,Outdoor Seating,Present
9101662,Wifi,Present
9101662,Nightlife,Present
16518366,No Takeaway,Not Present
16518366,Full Bar Available,Present
16518366,Live Music,Present
16518366,Outdoor Seating,Present
16518366,Wifi,Present
16518366,Nightlife,Present
16518366,Kid Friendly,Present
16518366,Live Sports Screening,Present
9101526,Breakfast,Present
9101526,Takeaway Available,Present
9101526,No Alcohol Available,Not Present
9101526,Indoor Seating,Present
9101526,Lunch Menu,Present
9101813,No Takeaway,Not Present
9101813,Full Bar Available,Present
9101813,Live Music,Present
9101813,Indoor Seating,Present
9101813,Nightlife,Present
9101813,Wifi,Present
9101813,Craft Beer,Present
16522233,Breakfast,Present
16522233,No Takeaway,Not Present
16519441,Breakfast,Present
16519441,Takeaway Available,Present
16519441,Wifi,Present
16519441,Indoor Seating,Present
9100343,Breakfast,Present
9100343,Takeaway Available,Present
9100343,Indoor Seating,Present
16518412,Breakfast,Present
16518412,Takeaway Available,Present
16518412,No Alcohol Available,Not Present
16518412,Indoor Seating,Present
16518412,Outdoor Seating,Present
9100435,Breakfast,Present
9100435,Takeaway Available,Present
9100435,Indoor Seating,Present
9100435,Outdoor Seating,Present
9101252,Breakfast,Present
9101252,Takeaway Available,Present
9101252,Wifi,Present
9101252,Indoor Seating,Present
16518587,Breakfast,Present
16518587,Takeaway Available,Present
16518587,Indoor Seating,Present
9100902,Breakfast,Present
9100902,Takeaway Available,Present
9100902,Indoor Seating,Present
9100902,Outdoor Seating,Present
9101603,Breakfast,Present
9101603,No Takeaway,Not Present
9101603,Indoor Seating,Present
16519192,Home Delivery,Present
16519192,Takeaway Available,Present
16519192,Indoor Seating,Present
9100648,No Takeaway,Not Present
9100648,Wifi,Present
9100648,Buffet,Present
9100648,Indoor Seating,Present
9101460,Takeaway Available,Present
9101460,BYOB Only,Present
9101460,Wifi,Present
9101460,Indoor Seating,Present
9101512,Takeaway Available,Present
9101512,Indoor Seating,Present
9101512,Wifi,Present
9101512,Outdoor Seating,Present
9100699,No Takeaway,Not Present
9100699,Full Bar Available,Present
9100699,Live Sports Screening,Present
9100699,Live Music,Present
9100699,Outdoor Seating,Present
9100699,Nightlife,Present
9100699,Smoking Area,Present
9100699,Wifi,Present
16518556,No Takeaway,Not Present
16518556,Serves Alcohol,Present
16518556,Indoor Seating,Present
9101449,No Takeaway,Not Present
9101449,Wine and Beer,Present
9101449,Wifi,Present
9101449,Indoor Seating,Present
9101638,Home Delivery,Present
9101638,Takeaway Available,Present
9101638,Wine and Beer,Present
9101638,Indoor Seating,Present
9101638,Outdoor Seating,Present
9101638,Lunch Menu,Present
16522358,Home Delivery,Present
16522358,Takeaway Available,Present
16522358,Serves Alcohol,Present
16522358,Live Music,Present
16522358,Wifi,Present
16522358,Outdoor Seating,Present
16522358,Lunch Menu,Present
16522497,Home Delivery,Present
16522497,Takeaway Available,Present
16522497,Wine,Present
16522497,Lunch Menu,Present
16522497,Indoor Seating,Present
16518581,No Takeaway,Not Present
16518581,Wine and Beer,Present
16518581,Wifi,Present
16518581,Indoor Seating,Present
16518581,Lunch Menu,Present
9100063,Takeaway Available,Present
9100063,Wine and Beer,Present
9100063,Lunch Menu,Present
9100063,Indoor Seating,Present
9100074,Breakfast,Present
9100074,No Takeaway,Not Present
9100074,Full Bar Available,Present
9100074,Lunch Menu,Present
9100074,Indoor Seating,Present
9100074,Has Early Bird Menu,Present
9101423,Breakfast,Present
9101423,Takeaway Available,Present
9101423,Serves Alcohol,Present
9101423,Kid Friendly,Present
9101423,Gluten Free Options,Present
9101423,Lunch Menu,Present
9101423,Indoor Seating,Present
9101423,Wifi,Present
9100271,Takeaway Available,Present
9100271,Serves Alcohol,Present
9100271,Kid Friendly,Present
9100271,Indoor Seating,Present
9100271,Wifi,Present
16519933,Takeaway Only,Present
16520689,Home Delivery,Present
16520689,Takeaway Available,Present
9100122,Breakfast,Present
9100122,Takeaway Available,Present
9100122,Serves Alcohol,Present
9100122,Wifi,Present
9100122,Indoor Seating,Present
18269267,No Takeaway,Not Present
18269267,Full Bar Available,Present
18269267,Wifi,Present
18269267,Lunch Menu,Present
18269267,Indoor Seating,Present
18269267,Gluten Free Options,Present
9101486,Takeaway Available,Present
9101486,Kid Friendly,Present
9101486,Lunch Menu,Present
9101486,Indoor Seating,Present
9101486,Wifi,Present
9101494,Home Delivery,Present
9101494,Takeaway Available,Present
9101494,Wine,Present
9101494,Indoor Seating,Present
9101485,Home Delivery,Present
9101485,Takeaway Available,Present
9101485,Serves Alcohol,Present
9101485,Indoor Seating,Present
9100584,Breakfast,Present
9100584,No Takeaway,Not Present
9100584,Full Bar Available,Present
9100584,Wifi,Present
9100584,Lunch Menu,Present
9100584,Indoor Seating,Present
16522172,No Takeaway,Not Present
16522172,Full Bar Available,Present
16522172,Wifi,Present
16522172,Nightlife,Present
16522172,Outdoor Seating,Present
16522172,Has Early Bird Menu,Present
9100913,No Takeaway,Not Present
9100913,Beer,Present
9100913,Brunch,Present
9100913,Indoor Seating,Present
9100913,Lunch Menu,Present
16519205,Breakfast,Present
16519205,No Takeaway,Not Present
16519205,Full Bar Available,Present
16519205,Has Early Bird Menu,Present
16519205,Outdoor Seating,Present
16519205,Wifi,Present
16519205,Brunch,Present
16519205,Lunch Menu,Present
9100525,Takeaway Available,Present
9100525,Full Bar Available,Present
9100525,Wifi,Present
9100525,Indoor Seating,Present
9100525,Lunch Menu,Present
16519422,Breakfast,Present
16519422,No Takeaway,Not Present
16519422,Full Bar Available,Present
16519422,Luxury Dining,Present
16519422,Lunch Menu,Present
16519422,Indoor Seating,Present
16519422,Wifi,Present
16519422,Has Early Bird Menu,Present
16522296,No Takeaway,Not Present
16522296,Full Bar Available,Present
16522296,Indoor Seating,Present
16522296,Outdoor Seating,Present
16522296,Wifi,Present
16519352,No Takeaway,Not Present
16519352,Serves Alcohol,Present
16519352,Luxury Dining,Present
16519352,Has Early Bird Menu,Present
16519352,Craft Beer,Present
16519352,Indoor Seating,Present
16519352,Private Dining Area Available,Present
16519352,Lunch Menu,Present
16520239,Takeaway Available,Present
16520239,Wine and Beer,Present
16520239,Wifi,Present
16520239,Nightlife,Present
16520239,Outdoor Seating,Present
16520239,Lunch Menu,Present
9100208,No Takeaway,Not Present
9100208,Full Bar Available,Present
9100208,Live Music,Present
9100208,Outdoor Seating,Present
9100208,Smoking Area,Present
9100208,Afternoon Tea,Present
9100208,Indoor Seating,Present
9100208,Wifi,Present
9100208,Nightlife,Present
16518182,No Takeaway,Not Present
16518182,Full Bar Available,Present
16518182,Live Music,Present
16518182,Outdoor Seating,Present
16518182,Nightlife,Present
16518182,Wifi,Present
16518182,Live Sports Screening,Present
9100795,No Takeaway,Not Present
9100795,Full Bar Available,Present
9100795,Indoor Seating,Present
9100795,Private Dining Area Available,Present
16518571,No Takeaway,Not Present
16518571,Full Bar Available,Present
16518571,Luxury Dining,Present
16518571,Wifi,Present
16518571,Lunch Menu,Present
16518571,Outdoor Seating,Present
16518571,Private Dining Area Available,Present
9100072,No Takeaway,Not Present
9100072,Wine,Present
9100072,Indoor Seating,Present
9100072,Wifi,Present
9100072,Has Early Bird Menu,Present
9100072,Outdoor Seating,Present
9100072,Kid Friendly,Present
9100072,Brunch,Present
9100072,Lunch Menu,Present
9100617,Breakfast,Present
9100617,No Takeaway,Not Present
9100617,Full Bar Available,Present
9100617,BYOB,Present
9100617,Wifi,Present
9100617,Has Early Bird Menu,Present
9100617,Indoor Seating,Present
9100617,Lunch Menu,Present
9101711,Breakfast,Present
9101711,No Takeaway,Not Present
9101711,Indoor Seating,Present
9101711,Lunch Menu,Present
9101349,Breakfast,Present
9101349,Takeaway Available,Present
9101349,Indoor Seating,Present
16519307,Breakfast,Present
16519307,Takeaway Available,Present
16519307,Lunch Menu,Present
16519307,Kid Friendly,Present
16519307,Wifi,Present
16519307,Outdoor Seating,Present
9100663,Breakfast,Present
9100663,Takeaway Available,Present
9100663,Full Bar Available,Present
9100663,Wifi,Present
9100663,Indoor Seating,Present
9101051,No Takeaway,Not Present
9101051,Wine,Present
9101051,Wifi,Present
9101051,Indoor Seating,Present
9101051,Afternoon Tea,Present
9100476,Breakfast,Present
9100476,Takeaway Available,Present
9100476,Serves Alcohol,Present
9100476,Wifi,Present
9100476,Indoor Seating,Present
9101561,Breakfast,Present
9101561,Takeaway Available,Present
9101561,Outdoor Seating,Present
16520446,Breakfast,Present
16520446,Takeaway Available,Present
16520446,Wine,Present
16520446,Kid Friendly,Present
16520446,Outdoor Seating,Present
16520446,Wifi,Present
16520795,Breakfast,Present
16520795,Takeaway Available,Present
16520795,Wifi,Present
16520795,Outdoor Seating,Present
9100920,Breakfast,Present
9100920,Takeaway Available,Present
9100920,Wifi,Present
9100920,Indoor Seating,Present
9100718,Breakfast,Present
9100718,Takeaway Available,Present
9100718,Wine,Present
9100718,Outdoor Seating,Present
9101782,Takeaway Available,Present
9101782,Serves Alcohol,Present
9101782,Wifi,Present
9101782,Lunch Menu,Present
9101782,Indoor Seating,Present
9101782,Serves Cocktails,Present
16521230,Breakfast,Present
16521230,Takeaway Available,Present
16521230,Indoor Seating,Present
9100841,Breakfast,Present
9100841,Takeaway Available,Present
9100841,Wifi,Present
9100841,Outdoor Seating,Present
9101425,Breakfast,Present
9101425,Takeaway Available,Present
9101425,BYOB Only,Present
9101425,Indoor Seating,Present
16518427,Takeaway Available,Present
16518427,Indoor Seating,Present
16520736,Takeaway Only,Present
16518164,Home Delivery,Present
16518164,Takeaway Available,Present
9100147,Takeaway Available,Present
9100147,Indoor Seating,Present
16520742,Takeaway Available,Present
16520742,Indoor Seating,Present
9101357,Takeaway Available,Present
9101357,Indoor Seating,Present
9100448,Home Delivery,Present
9100448,Takeaway Available,Present
16519928,Takeaway Available,Present
16519928,Indoor Seating,Present
16518537,Breakfast,Present
16518537,Home Delivery,Present
16518537,Takeaway Available,Present
16518537,Indoor Seating,Present
9100433,Home Delivery,Present
9100433,Takeaway Available,Present
9100433,No Alcohol Available,Not Present
9100433,Wifi,Present
9100433,Indoor Seating,Present
16518194,Home Delivery,Present
16518194,Takeaway Available,Present
16518194,Lunch Menu,Present
9100955,Home Delivery,Present
9100955,Takeaway Available,Present
9100955,Indoor Seating,Present
9101142,Home Delivery,Present
9101142,Takeaway Available,Present
9101142,Wifi,Present
9101142,Indoor Seating,Present
16518390,Home Delivery,Present
16518390,Takeaway Available,Present
16522500,Takeaway Available,Present
16522500,Indoor Seating,Present
9101014,Takeaway Available,Present
9101014,Indoor Seating,Present
9100141,Takeaway Available,Present
9100141,Wifi,Present
9100141,Indoor Seating,Present
16519932,Takeaway Available,Present
16519932,Indoor Seating,Present
16519932,Outdoor Seating,Present
16519932,Wifi,Present
16521332,Takeaway Available,Present
16521332,Wine and Beer,Present
16521332,Kid Friendly,Present
16521332,Wifi,Present
16521332,Outdoor Seating,Present
16519119,Breakfast,Present
16519119,No Takeaway,Not Present
16519119,Wifi,Present
16519119,Live Sports Screening,Present
16519119,Indoor Seating,Present
16520809,Breakfast,Present
16520809,No Takeaway,Not Present
16520809,Indoor Seating,Present
16520809,Buffet,Present
9100032,Breakfast,Present
9100032,Takeaway Available,Present
9100032,Indoor Seating,Present
9100032,Buffet,Present
16519900,Takeaway Available,Present
16519900,Wine and Beer,Present
16519900,Kid Friendly,Present
16519900,Indoor Seating,Present
16519900,Wifi,Present
16518618,Takeaway Available,Present
16518618,Wine and Beer,Present
16518618,Wifi,Present
16518618,Kid Friendly,Present
16518618,Indoor Seating,Present
16519994,Takeaway Available,Present
16519994,Wine and Beer,Present
16519994,Kid Friendly,Present
16519994,Wifi,Present
16519994,Gluten Free Options,Present
16519994,Outdoor Seating,Present
9100202,Takeaway Available,Present
9100202,Wine and Beer,Present
9100202,Outdoor Seating,Present
9100202,Wifi,Present
9100202,Kid Friendly,Present
9100202,Lunch Menu,Present
16518526,Takeaway Available,Present
16518526,Wine and Beer,Present
16518526,Kid Friendly,Present
16518526,Wifi,Present
16518526,Outdoor Seating,Present
16520758,Takeaway Available,Present
16520758,Wine and Beer,Present
16520758,Kid Friendly,Present
16520758,Wifi,Present
16520758,Outdoor Seating,Present
16509235,Takeaway Available,Present
16509235,Wine and Beer,Present
16509235,Indoor Seating,Present
16509235,Outdoor Seating,Present
16509235,Kid Friendly,Present
16509235,Wifi,Present
16521197,Takeaway Available,Present
16521197,Wine and Beer,Present
16521197,Kid Friendly,Present
16521197,Indoor Seating,Present
16521197,Wifi,Present
9101875,Breakfast,Present
9101875,Takeaway Available,Present
9101875,Kid Friendly,Present
9101875,Indoor Seating,Present
9101875,Desserts and Bakes,Present
9101746,Takeaway Only,Present
9101746,Kid Friendly,Present
9101746,Vegetarian Friendly,Present
9101746,Wifi,Present
9101746,Lunch Menu,Present
9101254,Takeaway Only,Present
9101254,Desserts and Bakes,Present
9100262,Takeaway Available,Present
9100262,No Alcohol Available,Not Present
9100262,Indoor Seating,Present
9100262,Desserts and Bakes,Present
9100262,Outdoor Seating,Present
9100262,Wifi,Present
16519520,Takeaway Only,Present
16519520,Desserts and Bakes,Present
16519212,Breakfast,Present
16519212,Takeaway Available,Present
16519212,Indoor Seating,Present
16519212,Desserts and Bakes,Present
9100502,Breakfast,Present
9100502,Takeaway Available,Present
9100502,Indoor Seating,Present
9100502,Outdoor Seating,Present
9100203,Breakfast,Present
9100203,Takeaway Available,Present
9100203,Wifi,Present
9100203,Outdoor Seating,Present
16520016,Takeaway Only,Present
16520016,Desserts and Bakes,Present
9101691,Breakfast,Present
9101691,Takeaway Available,Present
9101691,Desserts and Bakes,Present
9101691,Outdoor Seating,Present
9101776,Breakfast,Present
9101776,Takeaway Only,Present
9101776,Wifi,Present
9101439,Takeaway Available,Present
9101439,Serves Alcohol,Present
9101439,Indoor Seating,Present
16518541,Home Delivery,Present
16518541,Takeaway Available,Present
16518541,Full Bar Available,Present
16518541,Wifi,Present
16518541,Indoor Seating,Present
16518541,Live Sports Screening,Present
9101223,No Takeaway,Not Present
9101223,Full Bar Available,Present
9101223,Indoor Seating,Present
9101223,Has Early Bird Menu,Present
9101223,Outdoor Seating,Present
9101223,Wifi,Present
9101223,Lunch Menu,Present
9100070,No Takeaway,Not Present
9100070,Wine,Present
9100070,Afternoon Tea,Present
9100070,Indoor Seating,Present
9100070,Nightlife,Present
16522118,No Takeaway,Not Present
16522118,Wine and Beer,Present
16522118,Has Early Bird Menu,Present
16522118,Indoor Seating,Present
16522118,Lunch Menu,Present
16519426,No Takeaway,Not Present
16519426,Wine,Present
16519426,Smoking Area,Present
16519426,Lunch Menu,Present
16519426,Outdoor Seating,Present
16519426,Has Early Bird Menu,Present
16520432,No Takeaway,Not Present
16520432,Full Bar Available,Present
16520432,Lunch Menu,Present
16520432,Indoor Seating,Present
16520820,Breakfast,Present
16520820,Takeaway Available,Present
16520820,Wine and Beer,Present
16520820,Indoor Seating,Present
16520820,Lunch Menu,Present
16520820,Outdoor Seating,Present
9101636,Home Delivery,Present
9101636,Takeaway Available,Present
9101636,Wine and Beer,Present
9101636,Indoor Seating,Present
9100746,No Takeaway,Not Present
9100746,Full Bar Available,Present
9100746,Indoor Seating,Present
9100746,Wifi,Present
9101838,No Takeaway,Not Present
9101838,No Alcohol Available,Not Present
9101838,Indoor Seating,Present
9100538,No Takeaway,Not Present
9100538,Full Bar Available,Present
9100538,Wifi,Present
9100538,Indoor Seating,Present
9100538,Lunch Menu,Present
9100755,No Takeaway,Not Present
9100755,Serves Alcohol,Present
9100755,Kid Friendly,Present
9100755,Lunch Menu,Present
9100755,Indoor Seating,Present
9100755,Has Early Bird Menu,Present
18372847,No Takeaway,Not Present
18372847,Full Bar Available,Present
18372847,Indoor Seating,Present
9100336,Breakfast,Present
9100336,Takeaway Available,Present
9100336,Wine,Present
9100336,Kid Friendly,Present
9100336,Indoor Seating,Present
9100336,Wifi,Present
9100508,No Takeaway,Not Present
9100508,Wifi,Present
9100508,Indoor Seating,Present
9101585,Breakfast,Present
9101585,No Takeaway,Not Present
9101585,Full Bar Available,Present
9101585,Indoor Seating,Present
9101585,Nightlife,Present
9100925,No Takeaway,Not Present
9100925,Full Bar Available,Present
9100925,Indoor Seating,Present
9100925,Nightlife,Present
9100925,Outdoor Seating,Present
9100925,Wifi,Present
16521201,No Takeaway,Not Present
16521201,Full Bar Available,Present
16521201,Live Music,Present
16521201,Indoor Seating,Present
16521201,Nightlife,Present
16520215,Breakfast,Present
16520215,No Takeaway,Not Present
16520215,Full Bar Available,Present
16520215,Live Music,Present
16520215,Indoor Seating,Present
16520215,Smoking Area,Present
16520215,Gluten Free Options,Present
16520215,Has Early Bird Menu,Present
16520215,Nightlife,Present
16520215,Kid Friendly,Present
16520215,Wifi,Present
16520215,Live Sports Screening,Present
9101577,No Takeaway,Not Present
9101577,Full Bar Available,Present
9101577,Live Music,Present
9101577,Outdoor Seating,Present
9101577,Wifi,Present
9101577,Nightlife,Present
9101577,Kid Friendly,Present
9101577,Live Sports Screening,Present
16518195,No Takeaway,Not Present
16518195,Full Bar Available,Present
16518195,Live Music,Present
16518195,Outdoor Seating,Present
16518195,Live Sports Screening,Present
16518195,Wifi,Present
16518195,Lunch Menu,Present
16518195,Nightlife,Present
9101073,No Takeaway,Not Present
9101073,Full Bar Available,Present
9101073,Smoking Area,Present
9101073,Nightlife,Present
9101073,Indoor Seating,Present
9101073,Wifi,Present
16518593,No Takeaway,Not Present
16518593,Full Bar Available,Present
16518593,Live Music,Present
16518593,Outdoor Seating,Present
16518593,Live Sports Screening,Present
16518593,Wifi,Present
16518593,Nightlife,Present
9100881,No Takeaway,Not Present
9100881,Full Bar Available,Present
9100881,Board Games,Present
9100881,Nightlife,Present
9100881,Live Music,Present
9100881,Indoor Seating,Present
9100881,Wifi,Present
9100881,Live Sports Screening,Present
9100881,Craft Beer,Present
16522274,No Takeaway,Not Present
16522274,Full Bar Available,Present
16522274,Live Sports Screening,Present
16522274,Indoor Seating,Present
16522274,Nightlife,Present
16519315,No Takeaway,Not Present
16519315,Full Bar Available,Present
16519315,Private Dining Area Available,Present
16519315,Wifi,Present
16519315,Nightlife,Present
16519315,Outdoor Seating,Present
16519315,Live Sports Screening,Present
16520773,No Takeaway,Not Present
16520773,Full Bar Available,Present
16520773,Live Music,Present
16520773,Outdoor Seating,Present
16520773,Nightlife,Present
16520773,Wifi,Present
9100011,Breakfast,Present
9100011,No Takeaway,Not Present
9100011,Full Bar Available,Present
9100011,Live Music,Present
9100011,Indoor Seating,Present
9100011,Smoking Area,Present
9100011,Nightlife,Present
9100011,Kid Friendly,Present
9100011,Wifi,Present
9100011,Live Sports Screening,Present
9100044,Takeaway Available,Present
9100044,Full Bar Available,Present
9100044,Live Sports Screening,Present
9100044,Craft Beer,Present
9100044,Indoor Seating,Present
9100044,Wifi,Present
9100044,Nightlife,Present
9100044,Outdoor Seating,Present
9101343,No Takeaway,Not Present
9101343,Full Bar Available,Present
9101343,Nightlife,Present
9101343,Sports Bar,Present
9101343,Live Music,Present
9101343,Outdoor Seating,Present
9101343,Smoking Area,Present
9101343,Live Sports Screening,Present
9101343,Indoor Seating,Present
16522227,No Takeaway,Not Present
16522227,Full Bar Available,Present
16522227,Nightlife,Present
16522227,Live Music,Present
16522227,Indoor Seating,Present
16522227,Live Sports Screening,Present
16522227,Wifi,Present
9101009,No Takeaway,Not Present
9101009,Full Bar Available,Present
9101009,Indoor Seating,Present
9101009,Lunch Menu,Present
9101009,Outdoor Seating,Present
9101009,Wifi,Present
9101009,Nightlife,Present
9101244,No Takeaway,Not Present
9101244,Full Bar Available,Present
9101244,Wifi,Present
9101244,Outdoor Seating,Present
9101244,Nightlife,Present
9100908,Breakfast,Present
9100908,No Takeaway,Not Present
9100908,Full Bar Available,Present
9100908,Live Sports Screening,Present
9100908,Outdoor Seating,Present
9100908,Wifi,Present
9100908,Nightlife,Present
16509194,Home Delivery,Present
16509194,Takeaway Available,Present
16509194,Indoor Seating,Present
16517307,Home Delivery,Present
16517307,Takeaway Available,Present
16517307,Serves Alcohol,Present
16517307,Indoor Seating,Present
9100161,Home Delivery,Present
9100161,Takeaway Available,Present
16517412,Home Delivery,Present
16517412,Takeaway Available,Present
16522119,No Takeaway,Not Present
16522119,Wine and Beer,Present
16522119,Smoking Area,Present
16522119,Lunch Menu,Present
16522119,Outdoor Seating,Present
16522119,Wifi,Present
9100898,Home Delivery,Present
9100898,Takeaway Available,Present
9100898,Wine,Present
9100898,Wifi,Present
9100898,Has Early Bird Menu,Present
9100898,Indoor Seating,Present
16521191,No Takeaway,Not Present
16521191,Wine and Beer,Present
16521191,Indoor Seating,Present
9101499,Home Delivery,Present
9101499,Takeaway Available,Present
9101499,Serves Alcohol,Present
9101499,Indoor Seating,Present
9100042,Breakfast,Present
9100042,Home Delivery,Present
9100042,Takeaway Available,Present
9100042,Indoor Seating,Present
9100371,Takeaway Available,Present
9100371,Indoor Seating,Present
16519298,Home Delivery,Present
16519298,Takeaway Available,Present
16519298,Wine and Beer,Present
16519298,Wifi,Present
16519298,Indoor Seating,Present
9100051,Takeaway Available,Present
9100051,Full Bar Available,Present
9100051,Indoor Seating,Present
9101593,Takeaway Available,Present
9101593,Wine and Beer,Present
9101593,Indoor Seating,Present
16522267,Breakfast,Present
16522267,Takeaway Only,Present
9100408,Breakfast,Present
9100408,Takeaway Available,Present
9100408,Indoor Seating,Present
9100408,Desserts and Bakes,Present
