restaurant_id,review_rating,review_text,review_id,rating_text,likes,username,user_foodie_level,user_foodie_level_num,comments_count
16517292,4.0,"Sunny Saturdays taste better with sushi. Always. Especially when there is Miso soup, sashimi, nigriri and rolls. Michie is tucked away down ...",27072328,Great!,1,Clare Dunne,Connoisseur,12,1
16517292,4.5,"Delicious sushi from Michie Sushi. I'm a very new sushi lover, so I was excited to try out the famous Michie Sushi and I wasn't disappointed...",26876924,Loved it!,1,Michelle Burke,Big Foodie,4,1
16517292,4.5,"One of my favourite restaurants for sushi, they also deliver at home if you're feeling lazy.. We were desperately looking for a good sushi p...",25912180,Loved it!,1,Silvia M,Big Foodie,4,1
16517292,4.0,Best sushi in Dublin in my opinion. I've had so many different things on the menu and have never been disappointed. The specials are particu...,25794337,Great!,0,Justin,Foodie,3,1
16522133,5.0,The Grand Central has exceptional pub food and service in an delightful setting. Our two dinners in the pub was a highlight of our trip to D...,33128707,Insane!,0,Ryan McMurray,Foodie,2,0
16522133,2.0,"I was very disappointed, because they forgot me. It was very busy. I had to wait very long time before the food was coming after ordering. O...",29316126,Blah!,0,Trees Rotteveel,Big Foodie,5,0
16522133,3.0,"Went there a few times but just for drinks. It's a nice place, spot on in the city centre. So in Dublin all the pubs shut down quite early -...",29258755,Average,0,Rui Manuel Burguete,Connoisseur,13,0
16522133,4.0,I visited here on Friday after my college graduation for something to eat.   On arrival the staff were really friendly and the Resturant its...,28776362,Great!,0,Shauna Walsh,Super Foodie,10,0
16522133,2.5,Ate here over Christmas with a group of 6. Firstly I thought the price was slightly over priced with a main course being 16 euro however if ...,26125735,Well...,0,Jayne Moorhead,Foodie,3,0
9101736,5.0,This place is so nice!!!! Stumbled up on it with Niamh yesterday - she was starving & I needed something to warm me up in that torrential ra...,25971717,Insane!,0,Avril Nevins,Big Foodie,6,0
9101736,4.0,Today I had a takeaway salad from the good food store . The salads are done by weight and I got a salad worth €6 and to be honest there wa...,25783911,Great!,0,Aislinn Flynn,Super Foodie,8,0
9101736,4.0,"Have called in here a couple of times to grab lunch on my manager's reccomendation (she is decidedly obsessed with the place) and although, ...",25156516,Great!,1,Séan O Donnell,Big Foodie,6,0
9100824,4.0,"Very pleasant experience, €72, two courses for two, with a glass of wine and a beer. Courses tasted good, and were nicely sized. Smiling s...",26084677,Great!,1,Paul Nevins,Foodie,2,2
9100824,4.5,One of my favourite restaurants around! Their food is really delicious! I had never had Pakistani food before I went here but it's so amazin...,26045425,Loved it!,0,Emma Poff,Super Foodie,9,0
9100824,3.5,Went for lunch here with a couple of friends on a Saturday afternoon for their lunch menu. I got the traditional Pakistani lunch which was a...,25913751,Good Enough,0,Sinead,Big Foodie,7,0
9100824,4.5,I have to say I am a big fan of Kajjal and have been a couple of times. I went to today with a couple of friends and found the food to be de...,25900942,Loved it!,4,Avril Nevins,Big Foodie,6,0
9100824,3.0,Went here today for the lunch deal with a few friends. I've been here before and I ordered the lamb nan wrap with skinny fries. Food was del...,25900133,Average,1,Karen McGrath,Big Foodie,5,0
16520227,4.0,"When you got to go, you got to go!! I was desperate for a toilet and I barged into their hole-in-the-wall space! The toilet had to be unlock...",35096834,Great!,0,BobbYourUncle,Super Foodie,9,0
16520227,4.5,"If you are counting the pennies, then Soup Dragon is the place for you!!  Soup Dragon offer a fabulous lunch offer where you can get a tub o...",24299929,Loved it!,6,Aisling Byrne,Super Foodie,9,2
9100432,5.0,I had out of the world vegetarian burger with the Patty made from kidney beans and vanilla latte for breakfast from the Burger King outlet l...,36902008,Insane!,1,Ruchi Sharma,Super Foodie,10,0
16520698,1.0,"Worst service ever, called and placed an order for delivery and waited for an hour and half.  They called back and said they refuse to deliv...",25824924,Avoid!,1,Linda Delaney,Foodie,2,0
9100062,5.0,Oweosme place ...Dublin my fav .. foood classic ... People classic .... Location and cleanliness us super owesome loved it thanks alot would...,41923669,Insane!,1,Sahaj Singh,Big Foodie,6,0
9101223,5.0,"Top spot for a brunch to start off a boozy day I tell ya. Drinks were great, food was great, company was great, service was great. Everythin...",41121540,Insane!,0,Ciallí McEniff,Big Foodie,6,0
9101223,4.5,Likely one of my favorite places in Dublin and one of the few I would re-visit on another holiday.    We ran into another couple who happen...,31393914,Loved it!,0,Kevin Leitch,Foodie,3,0
9101223,5.0,"Went here for lunch a few weeks ago, if you're anyway into brunch you need to visit here! I had a wild mushroom bruschetta special with aspa...",29671204,Insane!,1,Emma Poff,Super Foodie,9,0
9101223,4.0,Recommended to me by a friend as a happening restaurant I went with high hopes and was not dissapointed!    I started out with their signatu...,28382531,Great!,0,Schisari,Super Foodie,8,0
9101223,4.5,"Coppinger row is somewhere I've been wanting to visit for some time so last week a friend and I stopped by for lunch, choosing to sit outsid...",27659541,Loved it!,0,The Cinnamon Fiend,Super Foodie,9,0
9101673,1.0,"Of any place I've ever visited for food, this was by far the WORST service I've experienced. From the moment we walked in the door, things s...",30745027,Avoid!,0,Fonto Fontaine,Big Foodie,4,0
9101673,4.0,Came here a few times for work meals or. for catch ups with the girls.  Nice setting beside the canal - especially when you get nice weather...,25047433,Great!,0,Sarah Smyth,Super Foodie,11,0
9101673,4.0,The Chilli Nachos here are seriously good. The wings are really tasty and the BBQ ribs are delicious. It's a really nice Sunday spot. Very c...,24704705,Great!,1,Roisin Rooney,Super Foodie,10,0
9101673,4.0,I had lunch here last week and its definitely worth the trip. Its just beside the canal and they have a lovely outdoor seating area.  It wo...,24514536,Great!,0,Lucy Quinn,Super Foodie,10,0
9101673,3.5,I went here with a few friends on a Friday afternoon. The menu is classic pub grub. I had the beef wrap and wedges. It was tasty and quite a...,24411864,Good Enough,1,Catriona Kelly,Super Foodie,8,0
16519371,3.5,"Lively pub full of life. Has a nice range of beer drafts including Guinness and the ales. Cleanliness is clearly an issue however, but staff...",32069189,Good Enough,0,NoGeKa,Connoisseur,13,0
16519371,4.5,"Retro yet modern, excellent place to chill out! Has been a go to place after work. Friendly staff and choices on offer makes it all worth. M...",28983529,Loved it!,0,Indraneil Adhikari,Big Foodie,4,0
16519371,3.5,"Old school pub surrounded by the new up and coming companies. A carvery for men, the lads I work with love it is giant and really good quali...",25709082,Good Enough,0,Saz,Big Foodie,7,0
16519371,4.0,"If you're in the area and looking for a hearty lunch, your best option is The Ferryman for their carvery. Lovely, big portions of your favou...",25230204,Great!,3,Emily Ferns,Big Foodie,4,0
16519371,3.5,Great for a carvery on a Friday- lots of variety and really tasty food! The full works will set you back about €12 but the servings are ab...,25198097,Good Enough,0,Niamh Cleary,Super Foodie,10,0
16518560,3.5,A quality local spot. Pleasant staff if a little bit slow from the kitchen. Such a shame they were out of sweet potato fries (read: devastat...,26324509,Good Enough,2,Clare Dunne,Connoisseur,12,0
16518560,4.0,This was another brunch option that had been lingered on my list for ages until I managed to tick it off this month… I’d heard word of i...,25199898,Great!,0,Sarah,Super Foodie,8,0
16518560,3.5,"Went here for dinner on Friday night, such a cosy little spot with an outside seating area too! Had buffalo wings for starter, chicken rotis...",24979224,Good Enough,1,Emma Poff,Super Foodie,9,0
16518560,4.0,"Nina Simone on the speakers, a light orange cake on the plate. The kind of place you could relax over a bite on a Sunday, with watery Spring...",7104166,Great!,2,John Lee,Foodie,2,0
9100609,3.0,Nice spot to watch sports games!!  Lots of tv and nice drinks..  The food is not amazing..  I tried the chicken wings and were good and full...,38372844,Average,0,Fernando Santos Gomes,Connoisseur,13,0
9100609,3.0,"We've visited this bar to see a World Cup game, but we ended up ordering something to eat, also. I ordered lamb with a kind of puff pastry, ...",36956335,Average,0,Rafael Russano,Super Foodie,9,0
9100609,5.0,My favorite nightclub in Dublin. Gets very crowded on Fridays and Saturdays for the latin nights. Beautiful Brazilian girls and nice music. ...,29756798,Insane!,0,Chocobrowni,Big Foodie,4,0
9100609,4.5,I was here on a Wednesday around 5 pm. The bar is really nice and spacious with several tv screens to watch sports or the news. I ordered th...,29505772,Loved it!,0,Trees Rotteveel,Big Foodie,5,0
9100609,3.0,The food was average and a little overpriced. The staff was really pushy always asking us to order more drinks and food. Nevertheless it was...,27586927,Average,0,Ana Teresa Freitas,Big Foodie,6,0
16522164,4.0,Bang opposite my office and the quintessential pint stop. Jam packed on weekends. Old Irish decor and a good collection of reasonably priced...,33997345,Great!,0,Rohit Singh,Big Foodie,7,0
16522164,3.5,"Always a busy spot, inside and out. Good choice of beers for those that is their tipple but no rosé wine or Malibu rum :( Highlight of the ...",27659582,Good Enough,0,The Cinnamon Fiend,Super Foodie,9,0
16522164,4.0,Went here on Saturday night to meet up with friends. There was a large group of us and have to say made the right decision going to hogans. ...,26477785,Great!,1,Brian Judge,Super Foodie,8,0
16522164,3.5,went here for a few drinks last night with my dad. Such a nice atmosphere in the pub itself and lovely bar staff. Would defiantly go here ag...,23468620,Good Enough,0,Katie Beggan,Big Foodie,7,0
16522164,4.0,"Was in here for the first time in years yesterday, was pleasantly surprised, I used to think it was a bit trendy and not much more to it but...",6508628,Great!,0,The Hungry Wolf,Super Foodie,8,0
16509234,3.5,Bombay pantry came to save the day after a heavy heavy heavy bank holiday weekend of drinking.   I love Indian food and I'm happy to say the...,25350717,Good Enough,5,Aisling Byrne,Super Foodie,9,1
16509234,4.5,"There is no better Indian takeaway in all of Ireland. Simply great food, variety and quality, no premade sauce splashed onto meat here, fres...",6017231,Loved it!,2,Paul Michael Watson,Big Foodie,4,0
9101018,5.0,Great value and quality food whenever I am homesick. Fast and friendly service. I love going in for casual lunch in the middle week. Atmosph...,24398649,Insane!,0,Peca Castelo Branco,Foodie,3,0
9101018,4.0,"Really good, authentic Brazilian food.. I love feijioda and what they serve here is just like what you'd get in Rio. Great value too.. Watch...",24298807,Great!,0,Deborah Conlon,Big Foodie,4,1
9101018,5.0,"As a Brazilian food lover, it is very hard to satisfy me....I was very skeptic if to go in, considering the distance between Dublin to Braz...",24030151,Insane!,0,Shuki H,Foodie,2,0
9101018,5.0,Ate here recently for the second time in 6 months. High quality food and unbelievable value for money. Really enjoyed the salted beef starte...,23873895,Insane!,2,Frank Gallen,Foodie,2,0
9100170,4.0,Love this place. So calm. So welcoming. So very tasty. The homemade fresh baked bread is amazing. Carb overload. Every loaf is so good and t...,25223114,Great!,1,Rex King,Super Foodie,11,1
9100170,5.0,I love coming here at the weekend to buy fresh bread rolls and sweet treats.  My favourites are the ciabatta and their cinnamon rolls. I als...,25047577,Insane!,0,Sarah Smyth,Super Foodie,11,0
9100520,5.0,I love Bar Italia. Lovely atmosphere and delicious authentic Italian food & drinks. The pizza is excellent and there are loads of options to...,24935760,Insane!,0,Karl Hopkins,Big Foodie,6,0
9100520,4.0,A really nice authentic Italian on the quays . ate here recently and I almost felt like I was in Italy with the décor and all the staff wer...,24616304,Great!,0,Anneliese Murray,Super Foodie,8,0
9100520,4.0,A little gem at the foot of Dublins Italian quarter. The menu is not too extensive but tasty nonetheless. I love the ambience and its fantas...,23598791,Great!,0,Rainbow_Brite85,Big Foodie,6,0
9100520,0.0,"Worth a Visit. Nice space, with lovely paintings on the walls. The wine list was thorough, with a bargain at the house end. The Diavola pizz...",14762584,Not rated,1,Ken,Connoisseur,13,0
9100520,0.0,This place was excellent. Extremely fresh and outstanding staff! The food is authentic Italian. Very clean and inviting atmosphere!,14762581,Not rated,0,Steven Fischer,Foodie,2,0
9100873,4.0,"Got a custom made Red Velvet from here to mark a colleague's departure. €25 for a 10"" is great value in my eyes and the cake was quickly d...",26615911,Great!,0,Clare Dunne,Connoisseur,12,0
9100873,2.5,"I popped in here for a coffee the other day, it looks nice on the out side but the inside really lets it down too much space. It does not ap...",24942140,Well...,0,Diarmuid Rooney,Foodie,3,0
9101624,5.0,What's not to love about this place? Fantastic staff in a wine bar below an offy that offers corkage. If I didn't live so far away I would p...,29631219,Insane!,1,Davin O'Rourke,Big Foodie,5,0
9101624,4.5,"I unfortunately didn't come here to eat (but I'll definitely be back!), I just had a sophisticated glass of wine in their back terrace. Even...",25273100,Loved it!,1,Cheryl Flood,Big Foodie,5,0
9101624,4.5,Stopped in here after the beer and cider festival at the RDS.  We didn't have food just had glasses of wine. I chose a Viognier - decent gla...,25046627,Loved it!,1,Sarah Smyth,Super Foodie,11,0
9101624,4.5,I added the baggot street wines few days ago thinking wine bar goes under the same name. This is a great spot for relaxing night with a glas...,24453652,Loved it!,1,Marta Polak,Big Foodie,5,0
9101624,4.5,"Went here last night, it's a great little spot. You can buy your wines upstairs and take it down to the wine bar. We shared a cheese platter...",24334727,Loved it!,0,Lydia Walsh,Super Foodie,9,0
16519408,2.5,This noodle bar is just average I ordered Thai green curry and rice noodles iv defo had better! Lots of ingredients to customise your order ...,23477020,Well...,1,Karen Kennedy,Big Foodie,7,0
9101274,5.0,Tried this for the first time yesterday even though I'm a huge fan of pabloa picante's and have been there loads of times. I have to admit t...,24283331,Insane!,2,Daniel Devitt,Foodie,3,0
9101274,5.0,"If there was ever a place that deserved a five star rating, its Pablo's Tortas!   This is a real go to spot for my boyfriend and I when we a...",7835689,Insane!,0,Elaine Scott,Big Foodie,4,0
16518649,1.0,Today was my first time at Camile since I've read many good reviews about the food. The employee who took my order was totally rude from beg...,32779569,Avoid!,0,Aline Bogoni,Foodie,2,0
16518649,4.0,Great food and huge portions so I generally split one main. Delivery service is good. I've had the prawn and chicken noodles several times a...,26208192,Great!,0,Karolina Pawlak,Big Foodie,7,0
16518649,1.0,"Ordered here for the first time last week, and it will definitely be my last time. I was sitting in with a friend and we ordered duck spring...",26026247,Avoid!,2,Loz Finnie,Big Foodie,5,0
16518649,3.5,"Tasty, healthy take away about 50% more expensive than a Chinese for similar dishes so apart from the fact that I used a voucher I wouldn't ...",25865177,Good Enough,0,Hugh Mc Girr,Foodie,3,0
16518649,1.5,What a disappointment. Ordered online at 6:30pm paid by card online. Was meant to be ready to collect at 7pm. When we went to collect it the...,25697729,Very Bad,1,Ruth Shiels,Foodie,2,0
16517416,4.0,I had a lunch meeting in Camden Kitchen and it was fabulous. Gorgeous little place with very friendly staff and a simple menu. Food was anyt...,25174247,Great!,0,Sinead Usher,Big Foodie,4,0
16517416,4.5,"Camden Kitchen is pretty small, the tables are close together but there's a really nice feel to it so I'm not complaining. The couple beside...",25053038,Loved it!,0,Sarah Smyth,Super Foodie,11,0
16517416,2.5,"Went here after purchasing a group on voucher with my partner. Firstly, this restaurant is very small which also means that the tables are o...",24094468,Well...,0,Rebecca Treacy,Big Foodie,6,0
9100171,4.0,Manor takeaway is a bit of a vice for me. When that lazy voice in the back of your head starts telling you that you're hungry and you don't ...,25193466,Great!,1,Brian O'Driscoll,Big Foodie,5,0
9100171,4.5,Ah yes. One thing we all need to have at the ready is a great chipper. Manor does not disappoint! Lovely chips every time. The burgers are t...,23279410,Loved it!,2,Olwyn O'Driscoll,Big Foodie,7,0
9101760,5.0,I've been here many a time throughout my childhood and adulthood and cannot fault the place. Hygiene always of high standard and food of hig...,27374696,Insane!,1,Laura And Steven,Super Foodie,9,0
9101760,4.0,"Love this Avoca. It is huge. The cafe is divided into two areas, a table service area where you wait to be seated and a deli / self service ...",26440264,Great!,2,Rex King,Super Foodie,11,1
9101760,4.0,I love all Avoca's but this is definitely in the top 3! This place is constantly busy and you'll be lucky to get a parking space at lunch ti...,26129402,Great!,0,Katie O'Connor,Super Foodie,9,0
9101760,4.5,This is always a spot off for us when in Kildare. It's always packed but have always gotten a table.  Classic order is the Caesar chicken sa...,25718240,Loved it!,0,Saz,Big Foodie,7,0
9101760,4.5,Gorgeous and reliable Avoca in Kilmac.  The best place to sit and chat for hours over fantastic food.  Hoping standards remain high with the...,25573857,Loved it!,0,LHOG,Big Foodie,6,0
9100872,4.0,Was doing a course close to the Larder so we were booked in for lunch for the 5 days. Nice place friendly staff and food was delicious. Trie...,27377851,Great!,1,Declan Butler,Big Foodie,5,0
9100872,5.0,"One of d nicest meals I've had in a while. I had the prawns to start with in a garlic sauce, my friends both had the soup which was butternu...",24837179,Insane!,0,Aisling McDonagh,Foodie,3,0
9100872,3.5,Cute little place on Parliament street. Went here on a Sunday for a late brunch (haven't come across that many places that serve till 5) and...,23291398,Good Enough,0,Linn,Big Foodie,7,0
9100872,0.0,"Great Night. I ate at this place on my last night in Dublin before flying out to Sydney, and what a great way to spend my last night in this...",14762779,Not rated,0,Lisa,Super Foodie,8,0
9100872,0.0,"Just Right. A lovely 2 course menu for lunch. I had Haddock and chips, with a veg soup starter. My wife had the olives and hummus followed b...",14762776,Not rated,1,Ken,Connoisseur,13,0
16519409,4.0,"Nice place to have ur meal, i was staying in this hotel so got a chance to try this restaurant situated on the ground floor. Staff was very ...",28396514,Great!,2,Udit Bagga,Super Foodie,8,0
16519409,3.0,Tasty but a bit on the expensive side for the carvery lunch.  Staff are friendly and efficient. I had the salmon and a coffee while my frien...,23183239,Average,0,Kevin Smith,Big Foodie,5,0
9100034,1.0,Very disappointed with the food service at Damascus Gate and the customer service.Extremely rude staff and food is not worth the price you p...,35738413,Avoid!,0,Saa,Foodie,2,0
9100034,2.0,I was disappointed by the food. I am familiar with this cuisine and I can tell it is not one of the best. I tasted several dishes here with ...,34886991,Blah!,1,Goncik,Super Foodie,8,0
9100034,4.0,Being a fan of middle eastern food I have wanted to try here for a while. Wasn't dissapointed. My partner went for halomi to start and I wen...,27160723,Great!,1,Brian Judge,Super Foodie,8,0
9100034,4.5,We had a lovely night here. The waitress was very helpful in helping us find a seat and remained friendly throughout. Right before we ordere...,26086466,Loved it!,0,Michael,Foodie,3,0
9100034,2.5,Been here couple of times. The food is good in general and staff are helpful. Although not the most authentic food in Dublin. The saffron ri...,24632783,Well...,0,Naser Monsefi,Big Foodie,7,0
16518561,5.0,Dublin's finest outlet and m amazed by the beauty of service . Good food and nice place to go with family thanks a lot enjoyed alot once aga...,41933553,Insane!,0,Sahaj Singh,Big Foodie,6,0
16518561,4.0,Probably the best pasta I had in Dublin. I was shopping in Dundrum and stopped there for lunch. I had the truffle pasta and it was delicious...,34283037,Great!,1,Rima,Super Foodie,8,1
16518561,2.5,Came here wit three friends and overall we were not impressed. The food took ages and the waiter got really annoyed when we asked to split t...,29004771,Well...,0,Aifric Heffernan,Big Foodie,6,0
16518561,4.0,Wonderful & amazing Italian food. Try pizza or arabiata you will be amazed. Happy to visit the restaurant and planning to visit again. Also ...,27679070,Great!,0,Abdulla Al Salami,Big Foodie,4,0
16518561,4.0,"First time trying this place out and it didn't disappoint. The menu has a great range of mouth watering pastas, pizzas, Jamie's beef burger ...",27427748,Great!,0,Sari Coakley,Big Foodie,6,0
16509235,4.5,"Had double chicken with hot sauce, was delicious love the spicy sauce. Coleslaw and corn on the cob for sides both lovely. Like the way if y...",26783985,Loved it!,1,Cillein Doyle,Foodie,3,0
16509235,5.0,Always room for Nandos while browsing through Dun Laoghaire. Been here a couple of times and being a big fan of spicy food Nandos has everyt...,25639353,Insane!,0,Tijo,Big Foodie,7,0
16509235,4.5,"I adore Piri Piri, I put it in nearly everything I make so I clearly ADORE Nando's. Chicken, sides, bottomless drinks and fo yo, what more c...",25294080,Loved it!,2,Caitriona Brennan,Super Foodie,10,0
16518977,4.5,"From Ferrero to Caramel and from Cheesecake to Sorbet, they have it all. These are the blend of most unique flavour under one roof. ""World's...",31581326,Loved it!,0,Stuti Ashar,Big Foodie,6,0
16518977,1.0,Such work in ginos !!!I ordered a milkshake and kept waiting and that lady forgot to serve me !!! I would never go there again and to make i...,27781471,Avoid!,0,Alina Hanna Alexander,Foodie,3,0
16518977,4.5,"I'm a huge ice cream fan, like HUGE. If I could eat one thing for the rest of my life it would probably be ice cream! So needless to say I l...",26718950,Loved it!,0,Jade Burton,Big Foodie,7,0
16518977,5.0,Obviously a 5/5 for this place. It's an ice-cream parlor which is my favorite place to be any time of any day. So delicious. All those flavo...,25496451,Insane!,0,Alzilla Scanners,Super Foodie,10,0
16518977,5.0,Banana and Nutella on a delicious crepe is literally like the dessert gods combined forces and made a baby! I think this was possibly the be...,25287523,Insane!,1,Roisin Rooney,Super Foodie,10,1
9101019,4.0,"Sítio pequeno e aconchegante, bem localizado. Grande variedade de tartes e bolos de excelente qualidade e apresentação. Serviço rápido,...",35882229,Great!,1,Ana Sousa,Big Foodie,4,0
9101019,2.5,"Queen of tarts, the name and all the prizes you see at the door seems that you are entering the best place in Dublin to eat a slice of cake....",31861718,Well...,0,Pedro Mesquita,Super Foodie,9,0
9101019,4.0,The quaint and warm decor make you want to stay inside and eat tarts forever and ever. I ordered some lemony ginger tea and one apple crumbl...,29249560,Great!,0,Bernardo Crastes,Connoisseur,13,0
9101019,3.5,"A treasure trove of quirkiness. If you love tea, scones and cakes or know someone who does then you have to take them here. In the Cows lane...",27286581,Good Enough,0,The Cinnamon Fiend,Super Foodie,9,0
9101019,5.0,1. There are 2 outlets and neither show up on Google Maps accurately! The one on Dame street is diagonally opposite the Parliament building ...,26281261,Insane!,2,Meghana Sridhar,Foodie,2,0
9101449,2.5,When my friend and I decided to go for dinner and a drink on a weeknight we popped in here without a booking. They kindly took us straight t...,25744301,Well...,0,Claire Gormley,Foodie,3,0
9101449,2.5,I came here last Saturday for a quick meal after walking down to the lighthouse in Sandymount. We'd planned to go to Farmer Brown's but unfo...,25157066,Well...,1,Megan McGuinness,Super Foodie,8,1
9101449,2.0,Megan McGuinness  Went fo...,25121554,Blah!,2,Dearbhla Bolger,Big Foodie,4,0
9101449,3.0,Mario's is one of my favourite spots for lunch have been visiting here for years ! The staff are so friendly !   The restaurant is spacious ...,7841266,Average,0,Siobhan O'Malley,Big Foodie,7,0
9101737,1.0,"I can call the place racist, regarding what I experienced last night. Last night, I went to this place with my friend, got ourselves first r...",31697298,Avoid!,1,Erman Örsan Yetiş,Foodie,2,0
9101737,1.0,"I was there last night with my friend. I stepped out for a cigarette, leaving my phone and other personal belongings inside. When i tried to...",31690612,Avoid!,1,Yekta Bakırlıoglu,Foodie,2,0
9101737,5.0,"I came here Saturday for dinner, my friends got there before me but said the staff were really friendly on arrival.!   We got drinks first, ...",27030860,Insane!,2,Shauna Walsh,Super Foodie,10,0
9101737,4.0,This is a great place for some cocktails and food in the centre of Dublin!  The menu is quite big with lots of options and lots to choose fr...,26957376,Great!,2,Aislinn Flynn,Super Foodie,8,0
9101737,4.0,"I was here at the weekend. It was 3.30 pm, the place was quite empty but that did not matter from the warm welcome we recived. The menu is q...",26102183,Great!,0,Richard Mcevoy,Big Foodie,4,0
9100825,4.0,"Great lively restaurant, very known in Ireland, must visit if in the city, they have great seafood options and all dishes were fresh and del...",38237923,Great!,0,Moony,Super Foodie,11,0
9100825,4.5,"Amazing place, beautiful ambience with all the antique collections. The music is also very nice. Being a vegetarian, I am hardly left with a...",31737310,Loved it!,0,Nikita Srivastava,Big Foodie,4,0
9100825,3.5,"This pub screams Ireland everywhere!  It's not just the highest pub, it's also one of the most traditional. The food is good for a pub, thou...",26734187,Good Enough,0,Ricardo Lima,Super Foodie,9,0
9100825,3.5,"Good Pub food at the highest Pub in Ireland.  This is the place where you take people visiting you in Dublin. It's cozy, decent food, live m...",26727368,Good Enough,0,Hugo Cabral,Super Foodie,8,0
9100825,5.0,"Anyone visiting Dublin should make it there mission to visit here , with scenic view s live music the food standard is just the cherry on to...",26621738,Insane!,0,Christina Browne,Foodie,3,0
9100126,3.5,"Located very conveniently near City Centre, this quaint little Thai joint is exactly something that Dublin needed! A perfect place for on-th...",32958661,Good Enough,1,Kaustav Banerjee,Big Foodie,7,0
9100126,3.5,Great for on the go food if you want something warm and quick! Was feeling abit peckish yesterday while in the library and decided to order ...,28401325,Good Enough,0,Hollie Dillon,Big Foodie,6,0
9100126,4.0,"Ordered from here on a number of occasions. The food is fresh and well priced, lots of options for fussy eaters. They deliver within a relat...",26405011,Great!,1,Lydia Walsh,Super Foodie,9,1
9100126,3.5,I tried kanoodle for the third time the other day and I have to say it completely changed my opinion on the take away spot! Previously I had...,26372831,Good Enough,0,Lorna Caulfield,Big Foodie,6,0
9100126,4.5,Go here for lunch from college a lot so nice and do they lovely healthy options. Got the lime and sweet chilli chicken noodles the waiter wa...,26313355,Loved it!,0,Jayne Moorhead,Foodie,3,0
16520226,4.0,"Stayed in the hotel a few months ago and discover this little GEM! Nice accomadating atmosphere, good wine menu and of course the food was t...",24627962,Great!,0,Shaun Leonard,Foodie,2,0
16517440,4.0,If you are looking for delicious food and amazing athmosfere this is the place to go. The background music is fantastic. The waiters have al...,26555275,Great!,1,Cátia Pires Monteiro,Foodie,3,0
16517440,3.5,"Good Thai food served in a nice vibrant fine dining restaurant!  The place, decor, music and service are quite good. Also they serve some go...",26153111,Good Enough,0,Hugo Cabral,Super Foodie,8,0
16517440,3.5,"Good Thai food and nice cocktails!!  This a very nice place to get some really good Thai food! I got the roast duck which was good, yet not ...",26148260,Good Enough,0,Ricardo Lima,Super Foodie,9,0
16517440,4.0,I was here recently for a team lunch and have to say t was delicious! It's really big inside so can accommodate for large numbers- I went fo...,25941336,Great!,1,Niamh Cleary,Super Foodie,10,2
16517440,4.0,I have been here many times for long lunches and it never disappoints!! The menu changes regularly which challenges you to try new dishes - ...,25939273,Great!,1,Andrew Martin,Big Foodie,5,0
9100063,2.0,"myself and my partner had a deal rush voucher worth €80 for food and what we got for that was not very good, I had the goats cheese for st...",24420484,Blah!,0,James Wright,Foodie,2,0
9100063,4.0,"Stumbled across this place today on our search for Nandos. Really nice spot, great menu for 2 courses it's €9.95. Super filling and really...",6819016,Great!,1,Katie Beggan,Big Foodie,7,0
16520699,5.0,Food is very reasonably priced and tasty. Staff are friendly. All you can ask for really. And I will use this sentence to use up the 140 wor...,27338966,Insane!,0,Boomshackalack 71,Foodie,2,0
16520699,4.0,"Local Chinese, very well priced and the food is gorgeous! My favourite dish is the Singapore noodles which are spicy but the perfect amount!...",25901430,Great!,1,Danielle Bernard,Foodie,3,0
16520699,5.0,Great place. Reasonable price and a very fast delivery service. Food alway pipping hot when it arrives.  Lovely Chinese Food. Best Chinese t...,24563245,Insane!,0,Gillian Owens,Foodie,2,0
9101222,4.0,I went here for a group lunch late one Tuesday afternoon. The restaurant itself was really cold and the 6 of us ended up keeping our jackets...,32489970,Great!,0,Aisling O'Reilly,Foodie,2,0
9101222,4.0,"Lovely intimate setting and proper wood fire pizza - however we ordered a meaty pizza (bunga bunga) which was very fatty, especially the bac...",30405772,Great!,0,Anna,Foodie,3,0
9101222,5.0,Went in for a late Friday night dinner. Probably one of the best Italian food in Dublin. The calzone was amazing. Don't forget to try the br...,29398621,Insane!,0,Praveen Kannan,Foodie,2,0
9101222,5.0,"The best pastas I've ever eaten, hands down! Their Penne all'Arrabiata with fresh chilli peppers are a favourite. The Cannelloni in Pink sau...",26926610,Insane!,0,Madhu A,Foodie,2,0
9101222,4.5,Hands down the best Italian I've eaten in a very long time - a north-side hidden gem!  My three friends and I all opted for pasta dishes wit...,25929570,Loved it!,6,Aisling Byrne,Super Foodie,9,2
9100960,4.0,The tasting menu at Banyi Tapas and Noodles. Waiting staff provide a description prior to each course and assist on the best wine pairings. ...,39293688,Great!,0,Ruth Williams,Big Foodie,4,0
9100960,3.0,The food is good but can be better. I’ve ordered tonkutso ramen. I’ve already tried different ramen places and this place needs improvem...,36846276,Average,0,Chiarra Bianca Abanil,Foodie,3,0
9100960,5.0,"Highest quality product, service. Excellent location, very quick service, friendly and cozy. If you like your sushi you will know this is th...",29748510,Insane!,0,"Philip, MBA",Foodie,2,0
9100960,5.0,Alligato ... This is one the best japanese restaurant in town .the food is so good and tasty and the staff very nice ..try the cocktails mad...,26204596,Insane!,0,Nadia Oubaita,Foodie,2,0
9100960,3.5,"Nice little place that I enjoyed. I ordered the pork bento box, which was good and came with an arrangement of things. The nigiri was prepar...",25654825,Good Enough,0,Sunil Manadavadi,Big Foodie,6,0
